id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
419704|2019|Ad Astra|Science Fiction, Drama|en|New Regency Productions|The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.|The answers we seek are just outside our reach|87500000.0|127175922.0
181812|2019|Star Wars: The Rise of Skywalker|Action, Adventure, Science Fiction|en|Lucasfilm|The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.|Every generation has a legend|250000000.0|1073604458.0
512200|2019|Jumanji: The Next Level|Adventure, Comedy, Fantasy|en|Columbia Pictures|As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.||125000000.0|310830000.0
475557|2019|Joker|Crime, Thriller, Drama|en|DC Entertainment|During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.|Put on a happy face.|55000000.0|1074151311.0
530915|2019|1917|War, Drama, Action, Thriller|en|Neal Street Productions|At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.|Time is the enemy|100000000.0|368027644.0
420817|2019|Aladdin|Adventure, Fantasy, Romance, Comedy, Family|en|Walt Disney Pictures|A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.|Choose Wisely.|183000000.0|1047612394.0
466272|2019|Once Upon a Time… in Hollywood|Comedy, Drama, Thriller|en|Heyday Films|Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…|In this town, it can all change… like that|95000000.0|374251247.0
330457|2019|Frozen II|Animation, Family, Adventure|en|Walt Disney Animation Studios|Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.|The past is not what it seems.|150000000.0|1330764959.0
429617|2019|Spider-Man: Far from Home|Action, Adventure, Science Fiction|en|Marvel Studios|Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.|It’s time to step up.|160000000.0|1131927996.0
546554|2019|Knives Out|Mystery, Thriller, Comedy, Drama, Crime|en|Lionsgate|When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death.|Hell, any of them could have done it.|40000000.0|308901585.0
331482|2019|Little Women|Drama, Romance|en|Sony Pictures|Four sisters come of age in America in the aftermath of the Civil War.|Own your story|40000000.0|191540586.0
515001|2019|Jojo Rabbit|Comedy, War, Drama|en|TSG Entertainment|A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.|An anti-hate satire.|14000000.0|82468705.0
359724|2019|Ford v Ferrari|Drama, Action|en|20th Century Fox|American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.|They took the American dream for a ride|97600000.0|220803003.0
458156|2019|John Wick: Chapter 3 - Parabellum|Action, Thriller, Crime|en|Summit Entertainment|Super-assassin John Wick returns with a $14 million price tag on his head and an army of bounty-hunting killers on his trail. After killing a member of the shadowy international assassin’s guild, the High Table, John Wick is excommunicado, but the world’s most ruthless hit men and women await his every turn.|The Grace Period Is Over|55000000.0|326699296.0
299534|2019|Avengers: Endgame|Adventure, Science Fiction, Action|en|Marvel Studios|After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.|Part of the journey is the end.|356000000.0|2797800564.0
420818|2019|The Lion King|Adventure, Family|en|Walt Disney Pictures|Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his.|The King has Returned.|260000000.0|1656943394.0
384018|2019|Fast & Furious Presents: Hobbs & Shaw|Action, Adventure, Comedy|en|Chris Morgan Productions|Ever since US Diplomatic Security Service Agent Hobbs and lawless outcast Shaw first faced off, they just have swapped smacks and bad words. But when cyber-genetically enhanced anarchist Brixton's ruthless actions threaten the future of humanity, both join forces to defeat him. (A spin-off of “The Fate of the Furious,” focusing on Johnson's Luke Hobbs and Statham's Deckard Shaw.)||200000000.0|760098996.0
522212|2019|Just Mercy|Drama, Crime|en|Netter Productions|The powerful true story of Harvard-educated lawyer Bryan Stevenson, who goes to Alabama to defend the disenfranchised and wrongly condemned — including Walter McMillian, a man sentenced to death despite evidence proving his innocence. Bryan fights tirelessly for Walter with the system stacked against them.|Every generation has its hero. Meet ours.|25000000.0|50301159.0
299537|2019|Captain Marvel|Action, Adventure, Science Fiction|en|Marvel Studios|The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.|Higher. Further. Faster.|152000000.0|1128274794.0
290859|2019|Terminator: Dark Fate|Action, Adventure, Science Fiction|en|Lightstorm Entertainment|Decades after Sarah Connor prevented Judgment Day, a lethal new Terminator is sent to eliminate the future leader of the resistance. In a fight to save mankind, battle-hardened Sarah Connor teams up with an unexpected ally and an enhanced super soldier to stop the deadliest Terminator yet.|Welcome to the day after judgement day|185000000.0|261119292.0
423204|2019|Angel Has Fallen|Action, Thriller|en|Campbell Grobman Films|After a treacherous attack, Secret Service agent Mike Banning is charged with attempting to assassinate President Trumbull. Chased by his own colleagues and the FBI, Banning begins a race against the clock to clear his name.|Loyalty is under fire|40000000.0|133365452.0
399579|2019|Alita: Battle Angel|Action, Science Fiction, Adventure|en|Troublemaker Studios|When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.|An angel falls. A warrior rises.|170000000.0|404852543.0
420809|2019|Maleficent: Mistress of Evil|Fantasy, Family, Adventure|en|Walt Disney Pictures|Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play.|Go beyond the fairy tale|85000000.0|491570967.0
522162|2019|Midway|War, History, Action, Drama|en|AGC Studios|The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds.|One battle turned the tide of war|100000000.0|123114406.0
320288|2019|Dark Phoenix|Science Fiction, Action, Adventure|en|The Donners' Company|The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.|The phoenix will rise|200000000.0|245000000.0
458897|2019|Charlie's Angels|Action, Adventure, Comedy|en|Sony Pictures|When a systems engineer blows the whistle on a dangerous technology, Charlie's Angels from across the globe are called into action, putting their lives on the line to protect society.|Unseen. Undivided. Unstoppable.|48000000.0|73279888.0
474350|2019|It Chapter Two|Horror, Drama, Fantasy|en|Lin Pictures|27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.|You'll Float Again|79000000.0|472093228.0
503919|2019|The Lighthouse|Drama, Fantasy, Mystery, Horror|en|A24|Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.|There is enchantment in the light.|4000000.0|15667104.0
501170|2019|Doctor Sleep|Horror, Drama, Fantasy, Thriller|en|Warner Bros. Pictures|Still irrevocably scarred by the trauma he endured as a child at the Overlook, Dan Torrance has fought to find some semblance of peace. But that peace is shattered when he encounters Abra, a courageous teenager with her own powerful extrasensory gift, known as the 'shine'. Instinctively recognising that Dan shares her power, Abra has sought him out, desperate for his help against the merciless Rose the Hat and her followers.|Dare to go back|45000000.0|72281712.0
301528|2019|Toy Story 4|Adventure, Animation, Comedy, Family, Fantasy|en|Walt Disney Pictures|"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy."|Get Ready to Hit the Road|175000000.0|1073394593.0
501907|2019|A Beautiful Day in the Neighborhood|Drama|en|TriStar Pictures|An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed.|Neighbor. Icon. Friend.|4000000.0|67760877.0
522938|2019|Rambo: Last Blood|Action, Thriller, Drama|en|Millennium Films|After fighting his demons for decades, John Rambo now lives in peace on his family ranch in Arizona, but his rest is interrupted when Gabriela, the granddaughter of his housekeeper María, disappears after crossing the border into Mexico to meet her biological father. Rambo, who has become a true father figure for Gabriela over the years, undertakes a desperate and dangerous journey to find her.|Everyone has one more fight in them|50000000.0|91490353.0
338967|2019|Zombieland: Double Tap|Horror, Action, Comedy|en|Pariah|Columbus, Tallahassee, Wichita, and Little Rock move to the American heartland as they face off against evolved zombies, fellow survivors, and the growing pains of the snarky makeshift family.||42000000.0|122801777.0
398978|2019|The Irishman|Crime, Drama, History|en|Tribeca Productions|Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.|His story changed history|159000000.0|607420.0
453405|2019|Gemini Man|Action, Thriller|en|Skydance Media|Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.|Who will save you from yourself?|138000000.0|173469516.0
287947|2019|Shazam!|Action, Comedy, Fantasy|en|DC Entertainment|A boy is given the ability to become an adult superhero in times of need with a single magic word.|Just Say The Word|80000000.0|363533271.0
492188|2019|Marriage Story|Drama|en|Heyday Films|A stage director and an actress struggle through a grueling, coast-to-coast divorce that pushes them to their personal extremes.|Where there's a love, there's a way.|19000000.0|2300000.0
535292|2019|21 Bridges|Crime, Action, Drama|en|AGBO|An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.|The only way out is through him|33000000.0|47088457.0
450465|2019|Glass|Thriller, Drama, Science Fiction|en|Universal Pictures|In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.|You Cannot Contain What You Are|20000000.0|246941965.0
525661|2019|Bombshell|Drama|en|Lighthouse Management + Media|Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.|Based on a Real Scandal|32000000.0|53774397.0
166428|2019|How to Train Your Dragon: The Hidden World|Animation, Family, Adventure|en|DreamWorks Animation|As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.|The friendship of a lifetime|129000000.0|517526875.0
479455|2019|Men in Black: International|Comedy, Science Fiction|en|Amblin Entertainment|The Men in Black have always protected the Earth from the scum of the universe. In this new adventure, they tackle their biggest, most global threat to date: a mole in the Men in Black organization.|The universe is expanding|110000000.0|252608480.0
537915|2019|After|Drama, Romance|en|CalMaple Films|Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.|After your first, life is never the same.|14000000.0|69497587.0
530385|2019|Midsommar|Horror, Drama, Mystery|en|B-Reel Films|Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities.|Let the festivities begin.|9000000.0|46890297.0
567609|2019|Ready or Not|Horror, Thriller, Mystery, Comedy|en|Mythology Entertainment|A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.|In-Laws Can Be Murder|6000000.0|57384179.0
373571|2019|Godzilla: King of the Monsters|Science Fiction, Action|en|Legendary Entertainment|Follows the heroic efforts of the crypto-zoological agency Monarch as its members face off against a battery of god-sized monsters, including the mighty Godzilla, who collides with Mothra, Rodan, and his ultimate nemesis, the three-headed King Ghidorah. When these ancient super-species - thought to be mere myths - rise again, they all vie for supremacy, leaving humanity's very existence hanging in the balance.|Long live the king.|170000000.0|385900138.0
549053|2019|Last Christmas|Comedy, Romance, Drama|en|Universal Pictures|Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn.|Who doesn't have a little Christmas baggage?|30000000.0|121550750.0
431580|2019|Abominable|Animation, Adventure, Comedy, Family|en|DreamWorks Animation|A group of misfits encounter a young Yeti named Everest, and they set off to reunite the magical creature with his family on the mountain of his namesake.|Find your way home.|75000000.0|111615070.0
515195|2019|Yesterday|Comedy, Romance, Fantasy, Music|en|Working Title Films|Jack Malik is a struggling singer-songwriter in an English seaside town whose dreams of fame are rapidly fading, despite the fierce devotion and support of his childhood best friend, Ellie. After a freak bus accident during a mysterious global blackout, Jack wakes up to discover that he's the only person on Earth who can remember The Beatles.|Everyone in the world has forgotten The Beatles. Everyone except Jack…|26000000.0|88092097.0
481084|2019|The Addams Family|Animation, Comedy, Family, Fantasy|en|Cinesite Animation|The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.|Think your family is weird?|40000000.0|200185807.0
536869|2019|Cats|Fantasy, Comedy, Drama|en|Working Title Films|A tribe of cats called the Jellicles must decide yearly which one will ascend to the Heaviside Layer and come back to a new Jellicle life.|You will believe.|95000000.0|73515024.0
458723|2019|Us|Thriller, Horror, Mystery|en|Monkeypaw Productions|Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.|Watch yourself|20000000.0|255105930.0
292011|2019|Richard Jewell|Drama, Crime|en|Warner Bros. Pictures|Richard Jewell thinks quick, works fast, and saves hundreds, perhaps thousands, of lives after a domestic terrorist plants several pipe bombs and they explode during a concert, only to be falsely suspected of the crime by sloppy FBI work and sensational media coverage.||45000000.0|33904605.0
504608|2019|Rocketman|Drama, Music|en|Rocket Pictures|The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin.|Based on a True Fantasy|40000000.0|167323950.0
499701|2019|Dora and the Lost City of Gold|Adventure, Comedy, Family|en|Nickelodeon Movies|Dora, a girl who has spent most of her life exploring the jungle with her parents, now must navigate her most dangerous adventure yet: high school. Always the explorer, Dora quickly finds herself leading Boots (her best friend, a monkey), Diego, and a rag tag group of teens on an adventure to save her parents and solve the impossible mystery behind a lost Inca civilization.|Explorer is her middle name.|49000000.0|116826172.0
511987|2019|Crawl|Thriller, Horror, Action, Drama|en|Raimi Productions|When a huge hurricane hits her hometown in Florida, Haley ignores evacuation orders to look for her father. After finding him badly wounded, both are trapped by the flood. With virtually no time to escape the storm, they discover that rising water levels are the least of their problems.|They were here first|13500000.0|89203432.0
447404|2019|Pokémon Detective Pikachu|Action, Adventure, Fantasy|en|Legendary Entertainment|In a world where people collect pocket-size monsters (Pokémon) to do battle, a boy comes across an intelligent monster who seeks to be a detective.|Partner Up!|150000000.0|431605346.0
412117|2019|The Secret Life of Pets 2|Adventure, Animation, Comedy, Family|en|Universal Pictures|Max the terrier must cope with some major life changes when his owner gets married and has a baby. When the family takes a trip to the countryside, nervous Max has numerous run-ins with canine-intolerant cows, hostile foxes and a scary turkey. Luckily for Max, he soon catches a break when he meets Rooster, a gruff farm dog who tries to cure the lovable pooch of his neuroses.|They still have their secrets.|80000000.0|155152550.0
329996|2019|Dumbo|Adventure, Family, Fantasy|en|Tim Burton Productions|A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.|Soar to new heights.|170000000.0|215832199.0
531309|2019|Brightburn|Horror, Thriller, Science Fiction|en|Troll Court Entertainment|What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?|Evil has found its superhero|7000000.0|32139941.0
459992|2019|Long Shot|Comedy, Romance|en|AG Studios|Fred Flarsky is a gifted and free-spirited journalist who has a knack for getting into trouble. Charlotte Field is one of the most influential women in the world -- a smart, sophisticated and accomplished politician. When Fred unexpectedly runs into Charlotte, he soon realizes that she was his former baby sitter and childhood crush. When Charlotte decides to make a run for the presidency, she impulsively hires Fred as her speechwriter -- much to the dismay of her trusted advisers.|Unlikely but not impossible|40000000.0|53847136.0
505600|2019|Booksmart|Comedy|en|Annapurna Pictures|Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.|Getting straight A's. Giving zero F's.|6000000.0|24849029.0
513045|2019|Stuber|Action, Comedy, Thriller, Crime|en|20th Century Fox|After crashing his car, a cop who's recovering from eye surgery recruits an Uber driver to help him catch a heroin dealer. The mismatched pair soon find themselves in for a wild day of stakeouts and shootouts as they encounter the city's seedy side.|Saving the Day Takes a Pair.|16000000.0|22799033.0
456740|2019|Hellboy|Action, Adventure, Fantasy, Science Fiction|en|Campbell Grobman Films|Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.|Demons Have Demons Too|50000000.0|44664690.0
521777|2019|Good Boys|Comedy|en|Good Universe|A group of young boys on the cusp of becoming teenagers embark on an epic quest to fix their broken drone before their parents get home.|You Must Be This Tall to See This Movie|20000000.0|72457330.0
454640|2019|The Angry Birds Movie 2|Animation, Comedy, Adventure, Family|en|Rovio Animation|Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine.|Frenemies Unite|65000000.0|131359052.0
504562|2019|Motherless Brooklyn|Drama, Thriller|en|Class 5 Films|New York City, 1957. Lionel Essrog, a private detective living with Tourette syndrome, tries to solve the murder of his mentor and best friend, armed only with vague clues and the strength of his obsessive mind…||26000000.0|18377736.0
438650|2019|Cold Pursuit|Action, Crime, Thriller|en|StudioCanal|The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.|Meet Nels Coxman. Citizen of the Year.|60000000.0|59213931.0
511322|2019|The Good Liar|Drama, Mystery, Crime|en|New Line Cinema|Career con man Roy sets his sights on his latest mark: recently widowed Betty, worth millions. And he means to take it all. But as the two draw closer, what should have been another simple swindle takes on the ultimate stakes.|Read between the lies.|10000000.0|33256058.0
417384|2019|Scary Stories to Tell in the Dark|Horror, Thriller|en|1212 Entertainment|Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Sarah and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control.|Stories taken from true urban legends|25000000.0|95438172.0
512196|2019|Happy Death Day 2U|Comedy, Horror, Science Fiction|en|Digital Riot Media|Collegian Tree Gelbman wakes up in horror to learn that she's stuck in a parallel universe. Her boyfriend Carter is now with someone else, and her friends and fellow students seem to be completely different versions of themselves. When Tree discovers that Carter's roommate has been altering time, she finds herself once again the target of a masked killer. When the psychopath starts to go after her inner circle, Tree soon realizes that she must die over and over again to save everyone.|Death makes a killer comeback|9000000.0|25327500.0
522681|2019|Escape Room|Thriller, Action, Mystery|en|Original Film|Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.|Find The Clues Or Die|9000000.0|155313078.0
157433|2019|Pet Sematary|Thriller, Horror|en|Di Bonaventura Pictures|Dr. Louis Creed and his wife, Rachel, move from Boston to Ludlow, in rural Maine, with their two young children. Hidden in the woods near the new family home, Ellie, their eldest daughter, discovers a mysterious cemetery where the pets of community members are buried.|Sometimes dead is better|21000000.0|112399944.0
487297|2019|What Men Want|Comedy, Romance|en|Will Packer Productions|Magically able to hear what men are thinking, a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.|She can hear men's thoughts. Let the games begin.|20000000.0|69766483.0
536743|2019|Queen & Slim|Drama, Romance, Crime|en|Hillman Grad Productions|While on a forgettable first date together in Ohio, a black man and a black woman are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results, when the man kills the police officer in self-defense. Terrified and in fear for their lives, the man, a retail employee, and the woman, a criminal defense lawyer, are forced to go on the run. But the incident is captured on video and goes viral, and the couple unwittingly become a symbol of trauma, terror, grief and pain for people across the country.||20000000.0|46597100.0
452832|2019|Serenity|Thriller, Mystery, Drama|en|Nebulastar|The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.|On Plymouth Island, no one ever dies… unless you break the rules|25000000.0|14454622.0
500852|2019|Miss Bala|Action|en|Misher Films|Gloria finds a power she never knew she had when she is drawn into a dangerous world of cross-border crime. Surviving will require all of her cunning, inventiveness, and strength.|Who would you become to save your family?|15000000.0|15200000.0
454294|2019|The Kid Who Would Be King|Action, Adventure, Fantasy, Family|en|Working Title Films|Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.|An army to fight. A demon to slay. A world to save. No pressure.|60000000.0|32097473.0
512263|2019|Honey Boy|Drama|en|Stay Gold Features|The story of a child star attempting to mend his relationship with his law-breaking, alcohol-abusing father over the course of a decade, loosely based on Shia LaBeouf’s life.||3500000.0|2242002.0
438674|2019|Dragged Across Concrete|Crime, Action, Thriller|en|Cinestate|Two policemen, one an old-timer, the other his volatile younger partner, find themselves suspended when a video of their strong-arm tactics becomes the media's cause du jour. Low on cash and with no other options, these two embittered soldiers descend into the criminal underworld to gain their just due, but instead find far more than they wanted awaiting them in the shadows.|Those who can't earn a living must find another way to provide|15000000.0|366845.0
445629|2019|Fighting with My Family|Comedy, Drama|en|WWE Studios|Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.|A comedy about a family that fights a little differently.|11000000.0|39055536.0
502416|2019|Ma|Horror|en|Blumhouse Productions|Sue Ann is a loner who keeps to herself in her quiet Ohio town. One day, she is asked by Maggie, a new teenager in town, to buy some booze for her and her friends, and Sue Ann sees the chance to make some unsuspecting, if younger, friends of her own.|Get Home Safe|5000000.0|51749995.0
480414|2019|The Curse of La Llorona|Thriller, Horror, Mystery|en|Atomic Monster|A social worker dealing with the disappearance of two children fears for her own family after beginning the investigation.|She Wants Your Children.|9000000.0|122033739.0
403300|2019|A Hidden Life|Drama, War, History|en|Studio Babelsberg|Austrian farmer Franz Jägerstätter faces the threat of execution for refusing to fight for the Nazis during World War II.|Written & Directed By Terrence Malick|9000000.0|3033700.0
486131|2019|Shaft|Action, Crime|en|Davis Entertainment|JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.|More Shaft than you can handle|30000000.0|21360215.0
533642|2019|Child's Play|Horror|en|KatzSmith Productions|Karen, a single mother, gifts her son Andy a Buddi doll for his birthday, unaware of its more sinister nature. A contemporary re-imagining of the 1988 horror classic.|More than a toy... he's your best friend.|10000000.0|44902237.0
508763|2019|A Dog's Way Home|Drama, Adventure, Family|en|Bona Film Group|A Dog’s Way Home chronicles the heartwarming adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.|A lot can happen between lost and found.|18000000.0|17643857.0
280217|2019|The Lego Movie 2: The Second Part|Action, Adventure, Animation, Comedy, Family, Science Fiction, Fantasy|en|Vertigo Entertainment|It's been five years since everything was awesome and the citizens are facing a huge new threat: LEGO DUPLO® invaders from outer space, wrecking everything faster than they can rebuild.|They come in pieces|100000000.0|190514361.0
523172|2019|Late Night|Comedy, Drama|en|FilmNation Entertainment|A legendary late-night talk show host's world is turned upside down when she hires her only female staff writer. Originally intended to smooth over diversity concerns, her decision has unexpectedly hilarious consequences as the two women separated by culture and generation are united by their love of a biting punchline.|They're giving comedy a rewrite.|4000000.0|22384741.0
554241|2019|Playing with Fire|Comedy, Family|en|Broken Road Productions|A crew of rugged firefighters meet their match when attempting to rescue three rambunctious kids.|0% Contained|29900000.0|44400000.0
429471|2019|Captive State|Science Fiction|en|Amblin Entertainment|Nearly a decade after occupation by an extraterrestrial force, the lives of a Chicago neighborhood on both sides of the conflict are explored. In a working-class Chicago neighborhood occupied by an alien force for nine years, increased surveillance and the restriction of civil rights have given rise to an authoritarian system -- and dissent among the populace.|This is no longer our planet|25000000.0|5958315.0
454458|2019|UglyDolls|Animation, Comedy, Family, Adventure, Fantasy, Music|en|STX Entertainment|In the adorably different town of Uglyville, weirdness is celebrated, strangeness is special and beauty is embraced as more than meets the eye. After traveling to the other side of a mountain, Moxy and her UglyDoll friends discover Perfection -- a town where more conventional dolls receive training before entering the real world to find the love of a child.|Things are about to get Ugly|45000000.0|27530241.0
400157|2019|Wonder Park|Comedy, Animation, Adventure, Family, Fantasy|en|Nickelodeon Movies|A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park.||100000000.0|119559110.0
535544|2019|Downton Abbey|Drama, History|en|Focus Features|The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance.|We've been expecting you|20000000.0|157829576.0
