id|year|title|genres|original_language|productions_companies|overview|tagline|budget|revenue
283235|2014|99 Homes|Drama|en|Noruz Films|After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him.|Greed is the only game in town.|8000000.0|1411927.0
210947|2014|Afflicted|Horror, Thriller|en|Automatik Entertainment|Two friends' tour of Europe takes a dark turn when one of them contracts a mysterious illness. They race to find out what it is and how to cure it before the sickness consumes him completely.|Captured. On Film.|318000.0|121179.0
157099|2014|Better Living Through Chemistry|Drama, Comedy|en|Ealing Metro International|A straight-laced pharmacist's uneventful life spirals out of control when he starts an affair with a trophy wife customer who takes him on a joyride involving sex, drugs and possibly murder.|Happiness has no formula|5000000.0|75143.0
244264|2014|Laggies|Comedy, Romance, Drama|en|Anonymous Content|Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.|Acting your age is so overrated.|5000000.0|2379154.0
239566|2014|Get on Up|Drama|en|Jagged Films|A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.|The Funk Don't Quit|30000000.0|33448971.0
238603|2014|Earth to Echo|Family, Adventure, Science Fiction|en|Panay Films|After a construction project begins digging in their neighbourhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. The three embark on a secret adventure to crack the code and follow it to its source, and discover a mysterious being from another world who desperately needs their help. The journey that follows will change all their lives forever.|No one will ever believe our story.|13000000.0|45300000.0
79316|2014|Devil's Due|Horror|en|TSG Entertainment|An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.|The Devil Always Gets His Due|7000000.0|36433975.0
239678|2014|This Is Where I Leave You|Drama, Comedy|en|Spring Creek Productions|When their father passes away, four grown, world-weary siblings return to their childhood home and are requested -- with an admonition -- to stay there together for a week, along with their free-speaking mother and a collection of spouses, exes and might-have-beens. As the brothers and sisters re-examine their shared history and the status of each tattered relationship among those who know and love them best, they reconnect in hysterically funny and emotionally significant ways.|Welcome Home. Get Uncomfortable.|19800000.0|41296320.0
227735|2014|Dolphin Tale 2|Family, Drama|en|St. Petersburg Clearwater Film Commission|The team of people who saved Winter's life reassemble in the wake of her surrogate mother's passing in order to find her a companion so she can remain at the Clearwater Marine Hospital.|WINTER's amazing true story... now has HOPE.|36000000.0|52424533.0
282296|2014|My Old Lady|Romance, Comedy, Drama|en|Deux Chevaux Films|Mathias Gold (Kevin Kline) is a down-on-his-luck New Yorker who inherits a Parisian apartment from his estranged father. But when he arrives in France to sell the vast domicile, he's shocked to discover a live-in tenant who is not prepared to budge. His apartment is a viager - an ancient French real estate system with complex rules pertaining to its resale - and the feisty Englishwoman Mathilde Girard (Maggie Smith), who has lived in the apartment with her daughter Chloé (Kristin Scott Thomas) for many years, can by contract collect monthly payments from Mathias until her death.|He's in the will. She's in the way.|5000000.0|7527232.0
252171|2014|A Girl Walks Home Alone at Night|Horror, Romance|en|Black Light District|In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.||1000000.0|395000.0
151368|2014|Open Windows|Thriller, Action, Crime|en|Wild Bunch|Nick is excited to discover that he's won a dinner date with his favorite actress, Jill Goddard. But when Jill refuses to honor the contest, he receives an offer he can't refuse: the ability to view Jill secretly via computer. Nick begins watching the unknowing star on her webcam, not realizing that this decision will put both himself and Jill at risk as they enter a terrifying world of cat-and-mouse where nothing-and no one-are as they seem.|The 21st Century REAR WINDOW.|4000000.0|100000.0
264656|2014|The Homesman|Western, Drama|en|The Javelina Film Company|When three women living on the edge of the American frontier are driven mad by harsh pioneer life, the task of saving them falls to the pious, independent-minded Mary Bee Cuddy. Transporting the women by covered wagon to Iowa, she soon realizes just how daunting the journey will be, and employs a low-life drifter, George Briggs, to join her. The unlikely pair and the three women head east, where a waiting minister and his wife have offered to take the women in. But the group first must traverse the harsh Nebraska Territories marked by stark beauty, psychological peril and constant threat.||16000000.0|3442853.0
177494|2014|Veronica Mars|Comedy, Drama, Crime|en|Rob Thomas Productions|Years after walking away from her past as a teenage private eye, Veronica Mars gets pulled back to her hometown - just in time for her high school reunion - in order to help her old flame Logan Echolls, who's embroiled in a murder mystery.|She thought she was out|6000000.0|3485127.0
254191|2014|Honeymoon|Horror|en|Fewlas Entertainment|A newlywed couple finds their lake-country honeymoon descend into chaos after Paul finds his wife wandering and disoriented in the middle of the night.|After the ceremony comes the ritual.|1000000.0|9318.0
244566|2014|Life After Beth|Romance, Comedy, Horror|en|Abbolita Productions|Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...|Be Careful What You Wish For...|2400000.0|88273.0
244539|2014|Infinitely Polar Bear|Drama, Comedy|en|Park Pictures Features|A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.|Sometimes family is the best medicine.|6700000.0|1430655.0
251321|2014|Aloft|Drama|en|Buffalo Gal Pictures|As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.||8000000.0|53086.0
231576|2014|Wish I Was Here|Drama, Comedy|en|Wild Bunch|Aidan Bloom, a struggling actor, father and husband, is 35 years old and still trying to find a purpose for his life. He and his wife are barely getting by financially and Aidan passes his time by fantasizing about being the great futuristic Space-Knight he'd always dreamed he'd be as a little kid. When his ailing father can no longer afford to pay for private school for his two kids and the only available public school is on its last legs, Aidan reluctantly agrees to attempt to home-school them. Through teaching them about life his way, Aidan gradually discovers some of the parts of himself he couldn't find.|Life is an occasion. Rise to it.|5500000.0|5483299.0
230266|2014|Miss Julie|Drama|en|Maipo Film|Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.|Love is a foolish game|5500000.0|5000000.0
301748|2014|The Opposite Sex|Comedy|en|Magna Global Entertainment|The story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser.|A battle of the sexes, winner takes all.|3300000.0|45000.0
199933|2014|Atlas Shrugged: Part III|Drama, Science Fiction, Mystery|en|Atlas 3 Productions|Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.|Who is John Galt?|5000000.0|846704.0
177047|2014|Decoding Annie Parker|Drama|en|Unified Pictures|The lives of a breast-cancer patient and a researcher who is trying to prove a genetic link to cancer intersect in a groundbreaking study.|Everyone thought they were crazy, until they proved everyone wrong.|2000000.0|48390.0
270654|2014|Parts Per Billion|Science Fiction|en|XYZ Films|The interwoven stories of three couples which are forced to make life-altering decisions in the face of a disastrous war. Inspired and sometimes blinded by their love, Len, Mia, Andy, Esther, Anna and Erik are as flawed and beautiful as any of the billions who are facing this human-made biological disaster.|When The Earth Ends, Will Love Survive?|1300000.0|15000000.0
286372|2014|Treehouse|Thriller, Horror, Mystery|en|Aunt Max Entertainment|A teenage boy discovers the perpetrators of several brutal kidnappings in his home town.|No kids allowed|3250000.0|3250000.0
197583|2014|50 to 1|Comedy, Drama|en|Ten Furlongs|A misfit group of New Mexico cowboys find themselves on the journey of a lifetime when they learn their crooked-footed racehorse qualifies to run in the Kentucky Derby. Based on the true story of Mine That Bird, the cowboys must overcome impossible odds even before they reach Churchill Downs and the land of Kentucky's blue bloods.||10000000.0|1064454.0
262340|2014|Mrs. Brown's Boys D'Movie|Comedy|en|BBC Films|When Moore Street market-trader Agnes Brown finds her livelihood under threat from a ruthless developer, she and her family embark on a campaign to save her stall, aided as only the Browns will be by a motley troop of blind trainee Ninjas, an alcoholic solicitor, and a barrister with Tourettes Syndrome.||5900000.0|23000000.0
316744|2014|Crazy Bitches|Comedy, Horror|en||7 girls and 1 fab gay guy plan a getaway to a remote ranch for a week of gossip and grub. They start off where they always do, old rivalries in place, extreme vanity covering great insecurities, but with a true love for each other underneath the bickering, sniping and sassing. A number of drinks into night one and a dark secret is revealed. The house they rented is the site of a mass murder of teenage girls 15 years earlier. Blood still stains the floors under replacement carpets. The killer still runs free. The girls take it for what it seems - a fun story for a rainy night by a roaring fire. But after one of them disappears and is discovered dead, the story doesn't seem so fun anymore. 1 by 1, they die, killed by their own vanity. The fun-filled week turns into a race against death. Who will make it out alive?||3.0|2.0
295884|2014|Saving Christmas|Comedy, Family|en|Provident Films|Kirk is enjoying the annual Christmas party extravaganza thrown by his sister until he realizes he needs to help out Christian, his brother-in-law who has a bad case of the bah-humbugs.|Put Christ Back in Christmas|500000.0|2800000.0
272610|2014|Black Rose|Drama, Crime, Action|en|Czar Pictures|A Russian Police Major is enlisted by the LAPD to help solve a series of gruesome murders perpetrated against young women by a sadistic sociopathic killer on the mean streets of Hollywood.||7000000.0|855450.0
80920|2014|Repentance|Horror, Thriller|en||An earnest life-coach/author, Thomas Carter, is mysteriously abducted by a deranged client, Angel Sanchez, who delves into Thomas' teachings and uses his spiritual messages of Karma - action and reaction (Vipaka), against him to terrorize him and his family for their past sins.|Karma is Action, Vipaka is Reaction|5000000.0|1189612.0
262733|2014|Dubrovskiy|Drama|en|TVINDIE Film Production|A modern take on the classic novel by Alexander Pushkin. Vladimir is a successful banker and a regular at trendy night clubs. Masha is a diligent graduate of a British college and a loving daughter. It looks like they have bright future ahead. However, an unexpected quarrel between two eccentric fathers forces their offspring to live through the conflict of Pushkin's novel.||2500000.0|1677946.0
291319|2014|A Long Way Off|Romance, Drama, Family|en|Uptone Pictures|Jacob is tired of living on the family farm, submitting to the rules of his father. One day he demands an early inheritance from his father, who shocks his young son by agreeing to give it to him. So, he heads to the big city doing things his way without restraint, and for a while he does well-surprisingly well. He takes huge business risks and converts his small fortune into a big fortune, despite his extremely flamboyant lifestyle that attracts the wrong women, including seductive Laura, whose rich boyfriend Frank is often dangerously nearby. Jake had it all: money, ladies, prestige-but then-he loses it all and just when he things he's hit bottom the bottom drops some more- until he is eating out of dumpsters and eventually ends up living in a literal pig pen. Coming to his senses he heads home, determined to work in an entry level position for his dad, who surprises him once again by running to him-but is it to kiss him or kill him?|The Modern day Story of the Prodigal Son|500000.0|28951.0
237214|2014|Duniyadari||en||Duniyadari (Marathi: दुनियादारी) is a 2013 Marathi movie directed by Sanjay Jadhav. This movie is about journey of every individual which eventually makes one realize the true face of life. It has been acclaimed by Marathi audience. Critical reception of the film is positive.||390000.0|3.0
257448|2014|Last Flight|Action, Thriller|en|Ci Wen Media|As an old Boing 747 takes off for its last red-eye flight from a small Pacific island, unusual events occur intermittently. While all the passengers are panic, the captain and the chief flight attendant try to lead the investigation.|Departing to Hell.|10000000.0|5900000.0
519918|2014|The Real Chainsaw Massacre|Documentary, Crime|en|Zig Zag Productions|Robert Elmer Kleasen (1934-2003) was an American who was convicted and sentenced to death in 1975 for the murder of two young men near Austin, Texas.||100.0|100.0
506484|2014|The Riven|Drama|en|Wild Dogs Productions|College freshman Selena Sutter (Samantha Koerner) gets more than she bargains for when her new roommate Amy (Jess Chanliau) unwillingly drags her to a raucous frat party. Left to her own devices, Selena ends up shattered by a vicious attack and is left to finish her academic year with a crippling affliction and little hope. With the help of an intuitive science professor, she begins to heal and open her heart to an unexpected romance with a friendly teacher's assistant (Josiah Frampton), who may be hiding a secret from her. But struggling with a shaky past and the abrupt return of her assailant, Selena's new questionable affair may only contribute to her downfall.||10.0|15.0
423431|2014|Drain the Bermuda Triangle|Documentary|en||Infamous disappearances of ships and aircrafts, stories of lives lost — they’re all part of the legend of the 500,000-square-mile expanse of the Atlantic Ocean known as the Bermuda Triangle. In this one-hour special, National Geographic Channel explores the area’s ominous reputation by draining the water from it to see what exactly lies below the surface of the mythical triangle. With the aid of data from sophisticated sonar surveys, see what the ocean floor looks like below the Bermuda Triangle. Witness what strange geological features will be revealed and whether they will shed light on the mysterious occurrences that have been documented within the boundaries of this area of ocean.||2000000.0|4000000.0
310123|2014|Zid|Thriller, Romance|en||A journalist, who is still in love with his ex-girlfriend, becomes the obsession of his landlord's daughter.|Come Play With Fire|1556288.0|1268395.0
407681|2014|Badshahi Angti|Thriller, Mystery|en||Feluda and his cousin Topshe goes to Lucknow with Topshe's father to spend the Puja vacation. They arrived at the house of Dhirendra Kumar Sanyal, a friend of Topshe's father. That evening Dr. Shrivastav also came to Dhirendra Kumar Sanyal and tells him about last night, a thief tried to steal his 'Ring of Aurangzeb' (The Emperor's Ring) which was given to him by Pyarilaal Seth. After the incident Dr. Shrivastav has been afraid and asks Dhirendra Kumar Sanyal to keep the ring safe. Dhirendra Kumar Sanyal agreed and keeps the ring to his home. But someday the ring goes missing from there. Then Feluda and Topshe started investigation for the culprit. Meanwhile, Feluda meets an interesting person in doctor's neighborhood, Mr. Bonobihari Sarkar. Bonobihari babu has ferocious and poisonous creatures like crocodile, African tiger, hyena, rattlesnake, scorpion and black widow spider in his own home.||300000.0|590000.0
623734|2014|Beard Chef|Comedy, Romance, Documentary|en||A look at the life of a man and his hat and his beard.|He doesn't cook, and he already has a beard.|1000.0|1500.0
293474|2014|No more nights and no more days|Drama|en|Laterna Magica Film|John is a successful businessman, at least on the surface. He's really suffering from a deep depression after the death of his loved one. He decides to take his life but on the way he meets Alex, a young girl who decides to stop him.|When life turns around|1500.0|7000.0
459999|2014|The Hellion|Thriller, Horror, Drama|en|Avenue 9 Productions|A morally troubled teenager spends the night at the local theater in order to prove a haunted hoax is all a joke.|One night at this theater alone will change you forever.|200.0|300.0
687789|2014|Clouded - A Conspiracy|Comedy|en||A film which exposes the truth about 9/11, clouds and the music industry, as well as everything else.|Based on a true theory.|500.0|1.0
684767|2014|Skelf|Thriller|en||Playing his trade... on you! A short horror film where a normal working person has a dark and sinister side to his personality.|Playing his trade... on you!|2000.0|2000.0
668297|2014|The Last Avatar||en||The Last Avatar is a mystical adventure film, a story of a young man who leaves Hollywood to find himself. What he finds is beyond his wildest imagination. Based on ancient prophecy, contemporary truth seeking and the future of humanity, The Last Avatar is a film that takes transformational themes and makes them relevant for audiences of all ages. Filled with love, magic, mystery, conspiracy, psychics, underground cities, secret societies, light bodies and much more, The Last Avatar tells the story of the emergence of Kalki Avatar- the final Avatar of our current Age of Chaos. Kalki is also a metaphor for the innate power and potential that lies within humanity to awaken and create a world of truth, harmony and possibility.|We are becoming conscious of our power to re-make the world|27.0|27.0
588650|2014|Kill Him|Thriller|en||A homeless man goes on a search for the killer of a fellow homeless man.|A Hobo Noir|2000.0|10.0
109445|2013|Frozen|Animation, Adventure, Family|en|Walt Disney Pictures|Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.|Only the act of true love will thaw a frozen heart.|150000000.0|1274219009.0
106646|2013|The Wolf of Wall Street|Crime, Drama, Comedy|en|EMJAG Productions|A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.|EARN. SPEND. PARTY.|100000000.0|392000694.0
76338|2013|Thor: The Dark World|Action, Adventure, Fantasy|en|Marvel Studios|Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.|Delve into the darkness|170000000.0|644571402.0
122906|2013|About Time|Comedy, Drama, Romance, Fantasy|en|Working Title Films|The night after another unsatisfactory New Year party, Tim's father tells his son that the men in his family have always had the ability to travel through time. Tim can't change history, but he can change what happens and has happened in his own life – so he decides to make his world a better place... by getting a girlfriend. Sadly, that turns out not to be as easy as he thinks.|What if every moment in life came with a second chance?|12000000.0|87100449.0
57158|2013|The Hobbit: The Desolation of Smaug|Adventure, Fantasy, Action|en|Warner Bros. Pictures|The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.|Beyond darkness... beyond desolation... lies the greatest danger of all.|250000000.0|958400000.0
49521|2013|Man of Steel|Action, Adventure, Fantasy, Science Fiction|en|Legendary Entertainment|A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.|You will believe that a man can fly.|225000000.0|668045518.0
93456|2013|Despicable Me 2|Animation, Comedy, Family|en|Illumination Entertainment|Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.|Back 2 Work|76000000.0|970761885.0
101299|2013|The Hunger Games: Catching Fire|Adventure, Action, Science Fiction|en|Lionsgate|"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever."|Every revolution begins with a spark.|130000000.0|847423452.0
146233|2013|Prisoners|Drama, Thriller, Crime|en|Madhouse Entertainment|When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?|Every moment matters.|46000000.0|122126687.0
68721|2013|Iron Man 3|Action, Adventure, Science Fiction|en|Marvel Studios|When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.|Unleash the power behind the armor.|200000000.0|1214811252.0
138843|2013|The Conjuring|Horror, Thriller|en|Evergreen Media Group|Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.|Based on the true case files of the Warrens|13000000.0|319494638.0
152601|2013|Her|Romance, Science Fiction, Drama|en|Annapurna Pictures|In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.|A Spike Jonze Love Story|23000000.0|47351251.0
158015|2013|The Purge|Science Fiction, Horror, Thriller|en|Universal Pictures|Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.|One night a year, all crime is legal.|3000000.0|89328627.0
75612|2013|Oblivion|Action, Science Fiction, Adventure, Mystery|en|Universal Pictures|Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.|Earth is a memory worth fighting for|120000000.0|286168572.0
75656|2013|Now You See Me|Thriller, Crime|en|Summit Entertainment|An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.|4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.|75000000.0|117698894.0
87421|2013|Riddick|Science Fiction, Action, Thriller|en|One Race|Betrayed by his own kind and left for dead on a desolate planet, Riddick fights for survival against alien predators and becomes more powerful and dangerous than ever before. Soon bounty hunters from throughout the galaxy descend on Riddick only to find themselves pawns in his greater scheme for revenge. With his enemies right where he wants them, Riddick unleashes a vicious attack of vengeance before returning to his home planet of Furya to save it from destruction.|Survival Is His Revenge|38000000.0|98337295.0
62211|2013|Monsters University|Animation, Family|en|Pixar|A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.|School never looked this scary.|200000000.0|743559607.0
72190|2013|World War Z|Action, Drama, Horror, Science Fiction, Thriller|en|GK Films|Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.|Remember Philly!|200000000.0|531865000.0
49047|2013|Gravity|Science Fiction, Thriller, Drama|en|Esperanto Filmoj|Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.|Don't Let Go|105000000.0|716392705.0
64682|2013|The Great Gatsby|Drama, Romance|en|Spectrum Films|An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.|Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.|105000000.0|351040419.0
107846|2013|Escape Plan|Action, Thriller|en|Knightsbridge Entertainment|Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.|No one breaks out alone.|50000000.0|122915111.0
193756|2013|Lone Survivor|Action, Drama, War|en|Emmett/Furla Films|Four Navy SEALs on a covert mission to neutralize a high-level Taliban operative must make an impossible moral decision in the mountains of Afghanistan that leads them into an enemy ambush. As they confront unthinkable odds, the SEALs must find reserves of strength and resilience to fight to the finish.|Based on true acts of courage|40000000.0|149295601.0
49519|2013|The Croods|Action, Adventure, Animation, Comedy, Family, Fantasy|en|DreamWorks Animation|The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.|Meet the first modern family.|135000000.0|587204668.0
47964|2013|A Good Day to Die Hard|Action, Thriller|en|Mid Atlantic Films|Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.|Yippee Ki-Yay Mother Russia|92000000.0|304654182.0
54138|2013|Star Trek Into Darkness|Action, Adventure, Science Fiction|en|Bad Robot|When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.|Earth Will Fall|190000000.0|467365246.0
76203|2013|12 Years a Slave|Drama, History|en|New Regency Pictures|In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.|The extraordinary true story of Solomon Northup|20000000.0|187000000.0
68724|2013|Elysium|Science Fiction, Action, Drama, Thriller|en|Genre Films|In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.|He can save us all.|115000000.0|286140700.0
60304|2013|Hansel & Gretel: Witch Hunters|Fantasy, Horror, Action|en|Paramount|After getting a taste for blood as children, Hansel and Gretel have become the ultimate vigilantes, hell-bent on retribution. Now, unbeknownst to them, Hansel and Gretel have become the hunted, and must face an evil far greater than witches... their past.|Classic tale. New twist.|50000000.0|224803475.0
204082|2013|Homefront|Action, Thriller|en|Open Road Films|Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.|How far would you go to protect your home?|22000000.0|43058898.0
109439|2013|The Hangover Part III|Comedy|en|Green Hat Films|This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.|It all ends.|103000000.0|362000072.0
80274|2013|Ender's Game|Science Fiction, Action, Adventure|en|Digital Domain|Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.|This is not a game.|110000000.0|125537191.0
72559|2013|G.I. Joe: Retaliation|Adventure, Action, Science Fiction, Thriller|en|Paramount|Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.||130000000.0|371876278.0
117263|2013|Olympus Has Fallen|Action, Thriller|en|Nu Image|"When the White House (Secret Service Code: ""Olympus"") is captured by a terrorist mastermind and the President is kidnapped, disgraced former Presidential guard Mike Banning finds himself trapped within the building. As the national security team scrambles to respond, they are forced to rely on Banning's inside knowledge to help retake the White House, save the President and avert an even bigger disaster."|When our flag falls our nation will rise.|70000000.0|161025640.0
168672|2013|American Hustle|Drama, Crime|en|Annapurna Pictures|A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.|Everyone Hustles To Survive|40000000.0|251171807.0
68726|2013|Pacific Rim|Action, Science Fiction, Adventure|en|Double Dare You Productions|When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.|To Fight Monsters, We Created Monsters|180000000.0|407602906.0
